,school_state,resource_type,poverty_level,total_donations,funding_status,date_posted
146707,NY,Supplies,highest poverty,717,completed,2009-08-05 00:00:00
583454,PA,Other,highest poverty,176,completed,2013-10-13 00:00:00
618898,SC,Supplies,highest poverty,357,completed,2013-12-30 00:00:00
847642,AZ,Supplies,high poverty,247,expired,2015-05-26 00:00:00
750937,TX,Supplies,highest poverty,821,completed,2014-10-03 00:00:00
619758,DC,Supplies,highest poverty,30,expired,2014-01-02 00:00:00
98358,IL,Technology,highest poverty,3,expired,2008-08-28 00:00:00
769763,CA,Technology,low poverty,0,expired,2014-11-06 00:00:00
244183,CA,Supplies,moderate poverty,529,completed,2010-10-19 00:00:00
157284,SC,Books,highest poverty,131,completed,2009-09-14 00:00:00
57049,NJ,Technology,highest poverty,349,completed,2007-10-29 00:00:00
339808,NC,Supplies,highest poverty,232,completed,2011-09-26 00:00:00
522100,TX,Technology,highest poverty,228,completed,2013-05-19 00:00:00
111416,NY,Technology,highest poverty,496,completed,2008-11-26 00:00:00
736607,LA,Supplies,highest poverty,588,completed,2014-09-18 00:00:00
451650,GA,Technology,highest poverty,427,completed,2012-09-27 00:00:00
807750,FL,Technology,highest poverty,0,expired,2015-02-11 00:00:00
658150,GA,Supplies,moderate poverty,422,completed,2014-04-21 00:00:00
82551,PA,Supplies,high poverty,225,completed,2008-03-26 00:00:00
6885,NY,Supplies,highest poverty,509,completed,2004-12-16 00:00:00
678146,NC,Supplies,moderate poverty,0,expired,2014-07-05 00:00:00
840085,MD,Technology,highest poverty,283,completed,2015-05-07 00:00:00
449455,UT,Technology,moderate poverty,0,expired,2012-09-22 00:00:00
251532,MI,Technology,highest poverty,45,expired,2010-11-15 00:00:00
286284,IA,Technology,high poverty,50,expired,2011-03-04 00:00:00
108444,NY,Technology,highest poverty,1370,completed,2008-11-02 00:00:00
377330,CA,Technology,highest poverty,0,expired,2012-01-19 00:00:00
619210,TX,Supplies,moderate poverty,170,completed,2013-12-31 00:00:00
839187,CA,Trips,moderate poverty,632,completed,2015-05-04 00:00:00
165696,IL,Supplies,high poverty,0,expired,2009-10-09 00:00:00
336511,FL,Books,highest poverty,465,completed,2011-09-19 00:00:00
277998,FL,Books,moderate poverty,1054,completed,2011-02-05 00:00:00
287607,TX,Technology,highest poverty,0,expired,2011-03-07 00:00:00
724772,AR,Supplies,high poverty,701,completed,2014-09-07 00:00:00
844507,OH,Technology,highest poverty,64,live,2015-05-18 00:00:00
683407,VA,Supplies,high poverty,678,completed,2014-07-22 00:00:00
542586,NC,Supplies,highest poverty,282,completed,2013-08-08 00:00:00
658636,MN,Other,highest poverty,289,completed,2014-04-24 00:00:00
835828,TX,Other,high poverty,0,live,2015-04-22 00:00:00
495507,AZ,Supplies,highest poverty,468,completed,2013-01-29 00:00:00
143349,NC,Supplies,highest poverty,175,completed,2009-07-09 00:00:00
287674,CA,Trips,highest poverty,917,completed,2011-03-08 00:00:00
658684,NV,Books,highest poverty,0,expired,2014-04-24 00:00:00
806114,OK,Supplies,low poverty,283,completed,2015-02-07 00:00:00
483213,OH,Technology,high poverty,626,completed,2012-12-13 00:00:00
81673,IL,Technology,highest poverty,0,expired,2008-03-17 00:00:00
62554,SC,Technology,moderate poverty,661,completed,2007-11-23 00:00:00
840932,WV,Other,highest poverty,0,live,2015-05-09 00:00:00
110374,DC,Books,high poverty,201,completed,2008-11-18 00:00:00
488533,CA,Trips,highest poverty,627,completed,2013-01-03 00:00:00
876689,CA,Supplies,high poverty,300,live,2015-08-14 00:00:00
628323,FL,Supplies,highest poverty,232,completed,2014-01-28 00:00:00
762242,NY,Technology,highest poverty,99,expired,2014-10-22 00:00:00
625643,WY,Other,high poverty,253,completed,2014-01-19 00:00:00
174362,AZ,Supplies,highest poverty,353,completed,2009-11-26 00:00:00
57720,IL,Books,highest poverty,390,completed,2007-11-01 00:00:00
309338,NV,Other,high poverty,174,completed,2011-05-31 00:00:00
574281,GA,Technology,highest poverty,100,expired,2013-09-29 00:00:00
91720,NY,Books,highest poverty,542,completed,2008-07-02 00:00:00
608388,GA,Technology,highest poverty,1401,completed,2013-11-27 00:00:00
232171,OR,Other,highest poverty,535,completed,2010-09-20 00:00:00
713256,CA,Books,moderate poverty,453,completed,2014-08-30 00:00:00
678524,VA,Books,highest poverty,399,completed,2014-07-07 00:00:00
24748,CA,Supplies,highest poverty,0,expired,2006-08-02 00:00:00
728472,TX,Supplies,highest poverty,732,completed,2014-09-11 00:00:00
308358,KS,Other,high poverty,0,expired,2011-05-24 00:00:00
409888,KY,Books,highest poverty,1132,completed,2012-04-14 00:00:00
307667,TX,Books,highest poverty,125,expired,2011-05-21 00:00:00
292763,NJ,Technology,highest poverty,50,expired,2011-03-26 00:00:00
642440,IL,Technology,high poverty,303,completed,2014-03-07 00:00:00
803719,FL,Supplies,highest poverty,597,completed,2015-02-02 00:00:00
14144,NY,Books,highest poverty,405,completed,2005-11-01 00:00:00
191234,NC,Books,highest poverty,0,expired,2010-03-02 00:00:00
873178,CO,Technology,highest poverty,0,live,2015-08-05 00:00:00
775065,MI,Other,highest poverty,75,expired,2014-11-17 00:00:00
134827,IL,Other,moderate poverty,203,completed,2009-05-04 00:00:00
574731,CA,Supplies,highest poverty,435,completed,2013-10-01 00:00:00
115971,GA,Books,high poverty,265,completed,2008-12-29 00:00:00
838948,SC,Technology,highest poverty,415,completed,2015-05-03 00:00:00
238452,AL,Supplies,moderate poverty,2,expired,2010-10-03 00:00:00
332775,TX,Books,high poverty,699,completed,2011-09-06 00:00:00
429479,NY,Other,highest poverty,125,expired,2012-08-03 00:00:00
216696,IL,Books,moderate poverty,612,completed,2010-08-10 00:00:00
141660,NY,Supplies,highest poverty,187,completed,2009-06-21 00:00:00
151436,MO,Technology,highest poverty,469,completed,2009-08-23 00:00:00
569870,KY,Technology,highest poverty,527,completed,2013-09-22 00:00:00
598340,WA,Books,highest poverty,218,completed,2013-11-08 00:00:00
109554,AZ,Technology,highest poverty,541,completed,2008-11-10 00:00:00
490896,NY,Supplies,highest poverty,0,expired,2013-01-14 00:00:00
260219,TX,Supplies,highest poverty,428,completed,2010-12-13 00:00:00
26131,IN,Technology,highest poverty,0,expired,2006-08-27 00:00:00
545253,CO,Books,high poverty,0,expired,2013-08-13 00:00:00
586,NY,Books,moderate poverty,431,completed,2003-01-31 00:00:00
665085,CA,Books,highest poverty,528,completed,2014-05-17 00:00:00
613374,NY,Supplies,high poverty,1556,completed,2013-12-09 00:00:00
775252,NC,Supplies,highest poverty,229,completed,2014-11-17 00:00:00
50967,CA,Supplies,high poverty,342,completed,2007-09-12 00:00:00
216863,ME,Supplies,high poverty,15,expired,2010-08-11 00:00:00
657739,WA,Technology,low poverty,300,completed,2014-04-18 00:00:00
840252,UT,Books,high poverty,0,expired,2015-05-08 00:00:00
379323,CA,Books,highest poverty,460,completed,2012-01-21 00:00:00
388959,GA,Supplies,highest poverty,300,completed,2012-02-05 00:00:00
514935,CA,Technology,highest poverty,443,completed,2013-04-14 00:00:00
366330,CA,Supplies,moderate poverty,293,completed,2011-12-15 00:00:00
586233,NC,Supplies,highest poverty,0,expired,2013-10-19 00:00:00
679401,TX,Technology,highest poverty,322,completed,2014-07-10 00:00:00
631680,CA,Trips,highest poverty,85,expired,2014-02-07 00:00:00
717194,MA,Books,high poverty,172,completed,2014-09-03 00:00:00
51123,NC,Technology,high poverty,436,completed,2007-09-14 00:00:00
680458,NC,Books,highest poverty,0,expired,2014-07-15 00:00:00
592398,CA,Technology,highest poverty,90,expired,2013-10-29 00:00:00
854156,NV,Supplies,highest poverty,0,expired,2015-06-16 00:00:00
445372,TX,Technology,highest poverty,587,completed,2012-09-11 00:00:00
587789,TX,Books,highest poverty,369,completed,2013-10-20 00:00:00
566890,NY,Books,highest poverty,271,completed,2013-09-17 00:00:00
377001,CT,Other,high poverty,174,completed,2012-01-17 00:00:00
38563,NC,Supplies,highest poverty,0,expired,2007-02-01 00:00:00
673232,CA,Technology,highest poverty,465,completed,2014-06-19 00:00:00
290660,CO,Technology,high poverty,0,expired,2011-03-19 00:00:00
727765,CA,Technology,highest poverty,598,completed,2014-09-10 00:00:00
424164,CA,Technology,high poverty,25,expired,2012-07-12 00:00:00
392942,CA,Supplies,highest poverty,590,completed,2012-02-13 00:00:00
720634,UT,Technology,highest poverty,924,completed,2014-09-05 00:00:00
591921,WI,Technology,highest poverty,0,expired,2013-10-28 00:00:00
316119,AZ,Technology,high poverty,125,expired,2011-07-14 00:00:00
505958,WV,Supplies,high poverty,12,expired,2013-03-05 00:00:00
365580,TX,Other,highest poverty,0,expired,2011-12-12 00:00:00
762674,ID,Supplies,highest poverty,26,expired,2014-10-22 00:00:00
416280,NC,Other,moderate poverty,252,completed,2012-05-20 00:00:00
373441,TN,Books,highest poverty,466,completed,2012-01-09 00:00:00
65613,FL,Technology,highest poverty,0,expired,2007-12-13 00:00:00
505737,NY,Other,highest poverty,196,completed,2013-03-04 00:00:00
54198,CA,Books,highest poverty,755,completed,2007-10-12 00:00:00
419144,GA,Supplies,highest poverty,200,completed,2012-06-10 00:00:00
344075,WA,Books,highest poverty,528,completed,2011-10-07 00:00:00
335127,TN,Supplies,highest poverty,513,completed,2011-09-14 00:00:00
414871,NY,Technology,highest poverty,771,completed,2012-05-10 00:00:00
616697,OK,Supplies,highest poverty,968,completed,2013-12-19 00:00:00
75076,IL,Supplies,highest poverty,0,expired,2008-02-10 00:00:00
60102,CA,Technology,high poverty,165,completed,2007-11-09 00:00:00
746235,CA,Technology,moderate poverty,5,expired,2014-09-27 00:00:00
772669,TX,Supplies,highest poverty,370,expired,2014-11-11 00:00:00
641815,CO,Technology,highest poverty,90,expired,2014-03-06 00:00:00
213739,WA,Other,moderate poverty,366,completed,2010-07-30 00:00:00
872842,ME,Technology,highest poverty,110,live,2015-08-05 00:00:00
50836,NY,Supplies,highest poverty,350,completed,2007-09-11 00:00:00
117499,IL,Supplies,highest poverty,135,expired,2009-01-10 00:00:00
152405,OK,Technology,highest poverty,244,completed,2009-08-27 00:00:00
611007,CA,Technology,high poverty,228,completed,2013-12-03 00:00:00
338834,FL,Books,high poverty,514,completed,2011-09-25 00:00:00
795198,OR,Supplies,highest poverty,0,expired,2015-01-17 00:00:00
425974,IL,Technology,highest poverty,642,completed,2012-07-20 00:00:00
275811,CO,Technology,moderate poverty,0,expired,2011-01-30 00:00:00
757344,CO,Technology,high poverty,883,completed,2014-10-14 00:00:00
122250,CA,Books,high poverty,0,expired,2009-02-09 00:00:00
607776,CA,Supplies,high poverty,475,completed,2013-11-25 00:00:00
415920,CA,Supplies,highest poverty,508,completed,2012-05-18 00:00:00
594841,MA,Supplies,highest poverty,525,expired,2013-11-02 00:00:00
501043,NY,Books,highest poverty,217,completed,2013-02-14 00:00:00
624588,PA,Supplies,high poverty,150,expired,2014-01-17 00:00:00
44063,TX,Technology,highest poverty,350,completed,2007-05-27 00:00:00
247943,NY,Supplies,highest poverty,494,completed,2010-10-31 00:00:00
146274,NJ,Books,highest poverty,349,completed,2009-08-03 00:00:00
57919,NY,Supplies,highest poverty,294,completed,2007-11-01 00:00:00
624688,NH,Technology,moderate poverty,1716,completed,2014-01-17 00:00:00
747060,CA,Technology,highest poverty,444,expired,2014-09-27 00:00:00
416640,CA,Technology,highest poverty,90,expired,2012-05-22 00:00:00
273022,VA,Technology,highest poverty,219,completed,2011-01-23 00:00:00
571297,FL,Technology,highest poverty,773,completed,2013-09-25 00:00:00
672272,CA,Other,high poverty,1282,completed,2014-06-16 00:00:00
477110,CA,Technology,highest poverty,285,completed,2012-11-23 00:00:00
857981,CA,Technology,high poverty,698,live,2015-06-30 00:00:00
852255,CA,Supplies,highest poverty,0,expired,2015-06-11 00:00:00
424460,SC,Supplies,highest poverty,379,completed,2012-07-14 00:00:00
775369,TX,Other,highest poverty,426,completed,2014-11-18 00:00:00
456410,MS,Supplies,high poverty,553,completed,2012-10-06 00:00:00
577192,CA,Supplies,highest poverty,687,completed,2013-10-04 00:00:00
189129,NC,Books,high poverty,0,expired,2010-02-20 00:00:00
721732,CA,Technology,low poverty,830,expired,2014-09-06 00:00:00
77278,VA,Supplies,moderate poverty,0,expired,2008-02-24 00:00:00
682225,WA,Technology,high poverty,167,expired,2014-07-21 00:00:00
678540,NY,Supplies,high poverty,296,completed,2014-07-07 00:00:00
131494,CA,Supplies,moderate poverty,225,expired,2009-04-05 00:00:00
525786,NC,Technology,high poverty,541,completed,2013-06-06 00:00:00
465526,CA,Supplies,highest poverty,645,completed,2012-10-22 00:00:00
466658,TX,Other,highest poverty,0,expired,2012-10-24 00:00:00
341134,WA,Supplies,high poverty,731,completed,2011-09-30 00:00:00
137004,WA,Technology,highest poverty,586,completed,2009-05-13 00:00:00
788774,TN,Books,highest poverty,176,completed,2014-12-29 00:00:00
627688,MA,Technology,highest poverty,761,completed,2014-01-26 00:00:00
683084,MA,Books,highest poverty,597,completed,2014-07-22 00:00:00
293819,TN,Supplies,highest poverty,276,completed,2011-03-28 00:00:00
712198,NY,Technology,highest poverty,1484,completed,2014-08-30 00:00:00
644900,AR,Technology,highest poverty,0,expired,2014-03-12 00:00:00
224809,OH,Supplies,highest poverty,243,completed,2010-09-04 00:00:00
850972,MD,Books,highest poverty,975,live,2015-06-07 00:00:00
631038,CA,Technology,moderate poverty,2668,completed,2014-02-04 00:00:00
82767,GA,Books,high poverty,110,expired,2008-03-27 00:00:00
514657,AL,Technology,highest poverty,907,completed,2013-04-13 00:00:00
111643,CT,Supplies,high poverty,208,completed,2008-11-27 00:00:00
752150,MA,Books,highest poverty,714,completed,2014-10-05 00:00:00
375717,CA,Technology,high poverty,481,completed,2012-01-15 00:00:00
496009,NY,Technology,high poverty,380,completed,2013-01-31 00:00:00
155351,IL,Technology,moderate poverty,0,expired,2009-09-08 00:00:00
390415,KS,Technology,moderate poverty,269,completed,2012-02-09 00:00:00
851496,TX,Technology,highest poverty,0,live,2015-06-08 00:00:00
81191,AL,Supplies,low poverty,0,expired,2008-03-17 00:00:00
463542,MN,Supplies,highest poverty,367,completed,2012-10-18 00:00:00
680719,MI,Visitors,highest poverty,1228,completed,2014-07-16 00:00:00
555557,MI,Other,highest poverty,503,completed,2013-09-01 00:00:00
165025,IN,Supplies,highest poverty,800,completed,2009-10-06 00:00:00
806775,AZ,Technology,moderate poverty,497,completed,2015-02-08 00:00:00
218632,TX,Other,highest poverty,404,completed,2010-08-17 00:00:00
447401,CA,Supplies,highest poverty,183,completed,2012-09-17 00:00:00
541237,FL,Supplies,highest poverty,406,completed,2013-08-05 00:00:00
513564,MI,Technology,highest poverty,527,completed,2013-04-09 00:00:00
46600,CA,Books,high poverty,200,completed,2007-07-25 00:00:00
608775,TX,Books,highest poverty,120,expired,2013-11-28 00:00:00
769659,MO,Technology,highest poverty,363,completed,2014-11-06 00:00:00
178075,NY,Supplies,highest poverty,567,completed,2009-12-21 00:00:00
250777,SC,Other,high poverty,541,completed,2010-11-13 00:00:00
68388,MI,Books,highest poverty,518,completed,2008-01-02 00:00:00
260136,NY,Supplies,highest poverty,585,completed,2010-12-13 00:00:00
502707,SC,Technology,highest poverty,40,reallocated,2013-02-19 00:00:00
237128,KS,Books,moderate poverty,507,completed,2010-09-30 00:00:00
631633,AL,Technology,high poverty,0,expired,2014-02-06 00:00:00
312854,CA,Supplies,low poverty,440,expired,2011-06-26 00:00:00
629080,NY,Technology,highest poverty,0,expired,2014-01-30 00:00:00
22817,NY,Books,highest poverty,0,expired,2006-06-09 00:00:00
102145,NY,Supplies,highest poverty,0,expired,2008-09-20 00:00:00
316432,TX,Technology,high poverty,107,expired,2011-07-17 00:00:00
229396,UT,Technology,moderate poverty,324,completed,2010-09-15 00:00:00
642499,MI,Technology,high poverty,238,completed,2014-03-07 00:00:00
138634,SC,Technology,high poverty,1015,completed,2009-05-25 00:00:00
658001,CO,Supplies,low poverty,453,completed,2014-04-20 00:00:00
220291,MO,Supplies,high poverty,360,completed,2010-08-22 00:00:00
318069,MA,Other,highest poverty,332,completed,2011-07-25 00:00:00
625720,AL,Technology,high poverty,5,expired,2014-01-19 00:00:00
353667,OK,Supplies,highest poverty,0,expired,2011-11-13 00:00:00
314492,AL,Books,high poverty,264,completed,2011-07-05 00:00:00
49093,NC,Supplies,moderate poverty,275,expired,2007-08-26 00:00:00
368136,CA,Supplies,highest poverty,224,completed,2011-12-20 00:00:00
302445,AL,Supplies,highest poverty,189,completed,2011-04-18 00:00:00
128070,KY,Technology,high poverty,241,completed,2009-03-15 00:00:00
49746,MS,Technology,highest poverty,542,completed,2007-09-04 00:00:00
383585,CA,Supplies,highest poverty,755,completed,2012-01-29 00:00:00
730251,IL,Technology,moderate poverty,375,expired,2014-09-13 00:00:00
359243,CA,Supplies,moderate poverty,185,completed,2011-12-02 00:00:00
164759,MO,Other,highest poverty,644,completed,2009-10-05 00:00:00
761588,FL,Supplies,highest poverty,269,completed,2014-10-21 00:00:00
516492,CA,Books,high poverty,308,completed,2013-04-21 00:00:00
91910,PA,Supplies,high poverty,100,expired,2008-07-07 00:00:00
374281,LA,Books,highest poverty,598,completed,2012-01-13 00:00:00
782385,NJ,Technology,highest poverty,0,expired,2014-12-07 00:00:00
554183,CA,Books,high poverty,432,completed,2013-08-31 00:00:00
362879,UT,Books,moderate poverty,160,completed,2011-12-08 00:00:00
167019,CA,Books,highest poverty,239,completed,2009-10-14 00:00:00
719848,OR,Technology,high poverty,2017,completed,2014-09-04 00:00:00
320000,CA,Supplies,highest poverty,268,completed,2011-07-31 00:00:00
109031,CA,Books,high poverty,173,completed,2008-11-06 00:00:00
602694,OH,Supplies,highest poverty,273,completed,2013-11-15 00:00:00
716449,CA,Technology,highest poverty,1194,completed,2014-09-03 00:00:00
768282,MO,Technology,high poverty,0,expired,2014-11-03 00:00:00
