token,total_count,ratio
assurance,3.0,0.5
assure,7.0,6.0
assured,10.0,1.5
assuredly,3.0,2.0
astatically,3.0,0.5
astonished,4.0,1.0
astonishing,3.0,2.0
astounded,4.0,1.0
astounding,4.0,3.0
asu,24.0,5.0
asus,3.0,2.0
at,1887.0,2.2760416666666665
atc,4.0,3.0
ate,75.0,2.0
athelete,3.0,2.0
athlete,3.0,2.0
athletes,3.0,2.0
athletica,3.0,0.5
ation,3.0,2.0
atl,4.0,3.0
atlanta,3.0,2.0
atlantic,5.0,4.0
atleast,7.0,2.5
atm,13.0,1.1666666666666667
atmosphere,223.0,10.15
atomic,3.0,2.0
atomosphere,3.0,2.0
atop,5.0,4.0
atoyac,3.0,2.0
atri,3.0,2.0
atrium,3.0,2.0
atrocious,3.0,0.5
atrociously,3.0,2.0
attached,11.0,2.6666666666666665
attack,4.0,3.0
attacked,3.0,2.0
attacks,3.0,2.0
attain,3.0,2.0
attarct,3.0,0.5
attempt,13.0,0.3
attempted,4.0,1.0
attempting,9.0,0.5
attempts,5.0,1.5
attend,7.0,1.3333333333333333
attendance,4.0,3.0
attendant,6.0,2.0
attendants,9.0,0.8
attended,20.0,9.0
attendee,3.0,0.5
attendees,3.0,0.5
attending,13.0,12.0
attention,54.0,1.5714285714285714
attentive,69.0,16.25
attest,3.0,2.0
attic,3.0,2.0
attire,4.0,1.0
attitude,34.0,1.0
attitudes,4.0,3.0
attorney,4.0,1.0
attract,5.0,0.6666666666666666
attraction,4.0,3.0
attractions,4.0,1.0
attractive,4.0,3.0
attracts,3.0,2.0
attribute,3.0,2.0
attributes,3.0,2.0
atypical,4.0,3.0
au,12.0,5.0
auctioned,3.0,0.5
audacity,4.0,0.3333333333333333
audience,4.0,3.0
audio,6.0,5.0
audition,5.0,1.5
auditorium,3.0,2.0
aug,3.0,2.0
augments,3.0,2.0
august,8.0,3.0
aunt,8.0,3.0
auspices,3.0,0.5
aussie,4.0,3.0
austin,5.0,1.5
australia,3.0,0.5
australian,3.0,2.0
authentic,76.0,37.0
authentically,5.0,1.5
authenticity,5.0,4.0
authenticly,3.0,0.5
author,3.0,2.0
autismcenter,3.0,2.0
autistic,3.0,2.0
auto,16.0,2.2
autographed,3.0,2.0
autograt,3.0,0.5
automatic,5.0,0.25
automatically,7.0,0.75
automobile,3.0,2.0
automotive,5.0,4.0
autumn,4.0,1.0
avacado,6.0,2.0
avadado,3.0,2.0
avail,4.0,0.3333333333333333
availability,5.0,1.5
available,58.0,4.2727272727272725
avalanches,3.0,2.0
ave,23.0,2.8333333333333335
avenue,13.0,3.3333333333333335
aver,3.0,2.0
average,48.0,1.5263157894736843
averaged,3.0,2.0
averages,3.0,2.0
averaging,4.0,3.0
averse,3.0,2.0
avg,3.0,2.0
avid,5.0,1.5
avocado,27.0,12.5
avocados,4.0,1.0
avoid,34.0,0.6190476190476191
avoidance,3.0,2.0
avoided,4.0,1.0
avoiding,4.0,0.3333333333333333
avondale,3.0,2.0
awaited,4.0,1.0
awaiting,3.0,2.0
awaits,3.0,2.0
awakening,3.0,2.0
award,7.0,0.75
awards,4.0,3.0
aware,8.0,3.0
awareness,4.0,3.0
away,187.0,2.5283018867924527
aways,3.0,2.0
awaze,3.0,2.0
awe,4.0,3.0
awed,3.0,2.0
awesome,296.0,28.6
awesomely,3.0,2.0
awesomeness,5.0,4.0
awful,47.0,0.20512820512820512
awfully,3.0,0.5
awhile,24.0,3.8
awkward,8.0,1.6666666666666667
awkwardly,3.0,0.5
awning,3.0,2.0
awsome,3.0,2.0
axe,3.0,2.0
az,95.0,12.571428571428571
az88,7.0,6.0
azkaban,3.0,0.5
azn,3.0,2.0
azpbs,3.0,2.0
azspagirls,3.0,2.0
azucena,3.0,2.0
ba,4.0,3.0
baaaaaaad,3.0,0.5
baba,10.0,9.0
babaganoush,3.0,2.0
babbo,3.0,0.5
babies,4.0,1.0
baby,51.0,4.666666666666667
babyback,4.0,3.0
babysitter,5.0,4.0
bacado,4.0,3.0
bachelor,3.0,2.0
bachelorette,4.0,1.0
back,806.0,2.4008438818565403
backdrop,3.0,2.0
backed,7.0,0.4
background,13.0,3.3333333333333335
backing,3.0,0.5
backlit,4.0,3.0
backpack,3.0,0.5
backside,3.0,2.0
backstage,3.0,2.0
backstory,3.0,2.0
backtracked,3.0,0.5
backup,3.0,2.0
backwards,5.0,0.6666666666666666
backyard,6.0,5.0
bacon,115.0,6.1875
bacteria,3.0,0.5
bad,259.0,0.9770992366412213
badass,3.0,0.5
bader,4.0,3.0
badger,3.0,0.5
badly,5.0,0.25
badmouth,3.0,2.0
baeley,4.0,3.0
baffled,5.0,1.5
baffling,3.0,0.5
bag,47.0,0.9583333333333334
bage,3.0,0.5
bagel,19.0,0.46153846153846156
bagels,15.0,0.875
baggage,5.0,0.6666666666666666
bagged,3.0,0.5
baggins,3.0,2.0
baggy,4.0,1.0
baghlava,4.0,3.0
bagly,3.0,0.5
bags,34.0,2.7777777777777777
baguette,6.0,5.0
bahama,3.0,0.5
bahamas,3.0,2.0
bahn,4.0,3.0
bail,4.0,3.0
bailey,3.0,2.0
baileys,3.0,2.0
bait,6.0,0.5
baiz,7.0,6.0
baja,5.0,0.6666666666666666
bajesus,3.0,2.0
bajillion,3.0,2.0
bake,4.0,1.0
baked,48.0,15.0
baker,8.0,7.0
bakeries,4.0,3.0
bakers,4.0,3.0
bakery,39.0,12.0
baking,6.0,5.0
baklava,6.0,5.0
balance,18.0,8.0
balanced,5.0,4.0
balances,3.0,2.0
balancing,3.0,2.0
balcony,6.0,5.0
bald,5.0,4.0
balidated,3.0,2.0
balking,3.0,2.0
ball,14.0,2.5
ballet,7.0,6.0
ballin,3.0,2.0
balloons,3.0,2.0
ballpark,4.0,3.0
ballparks,3.0,2.0
ballroom,4.0,3.0
balls,11.0,1.2
balsalmic,3.0,2.0
balsamic,18.0,17.0
baltimore,4.0,3.0
bam,5.0,1.5
bamboo,5.0,4.0
ban,4.0,1.0
banana,47.0,3.7
bananas,9.0,8.0
bananoffee,3.0,2.0
band,16.0,4.333333333333333
bandages,3.0,0.5
bandaid,7.0,0.16666666666666666
bandana,3.0,0.5
banded,3.0,2.0
bandera,7.0,2.5
bandido,5.0,4.0
bandit,3.0,2.0
bandito,3.0,2.0
bands,12.0,3.0
banfield,5.0,1.5
bang,14.0,6.0
bangers,3.0,2.0
bangin,3.0,2.0
banging,3.0,0.5
bangkok,3.0,2.0
bangs,3.0,2.0
bank,12.0,5.0
banked,3.0,2.0
banker,3.0,2.0
banking,3.0,0.5
bankruptcy,3.0,0.5
bannanas,3.0,2.0
banned,4.0,3.0
banner,3.0,2.0
banquette,3.0,2.0
banter,3.0,2.0
bantering,3.0,2.0
bap,3.0,2.0
bar,365.0,3.010989010989011
barb,4.0,3.0
barback,3.0,2.0
barbacks,4.0,1.0
barbacoa,3.0,2.0
barbara,4.0,3.0
barbbacoa,3.0,2.0
barbecue,8.0,7.0
barbecuein,3.0,2.0
barbeque,7.0,2.5
barber,20.0,5.666666666666667
barbers,7.0,6.0
barbershop,4.0,3.0
barcelona,6.0,0.2
bare,8.0,0.6
barefaced,3.0,2.0
barefoot,3.0,2.0
barely,37.0,0.48
bargain,12.0,5.0
bargaining,3.0,2.0
bargains,3.0,2.0
bargin,3.0,2.0
barista,3.0,2.0
baristas,7.0,6.0
bark,6.0,5.0
barked,3.0,0.5
barking,4.0,0.3333333333333333
barley,5.0,4.0
barnes,5.0,1.5
barney,3.0,0.5
barq,3.0,2.0
barr,3.0,2.0
barramundi,3.0,2.0
barrel,6.0,5.0
barrier,4.0,1.0
barrio,10.0,1.5
barro,3.0,0.5
barry,3.0,2.0
bars,40.0,4.0
bartender,56.0,1.5454545454545454
bartenders,40.0,2.6363636363636362
bartholomew,3.0,2.0
bartista,3.0,2.0
bartop,3.0,0.5
basalmic,3.0,2.0
base,9.0,3.5
baseball,15.0,6.5
baseballs,3.0,2.0
based,53.0,1.4090909090909092
baseline,3.0,2.0
basement,5.0,1.5
bash,4.0,1.0
basha,4.0,3.0
bashas,3.0,2.0
basic,17.0,2.4
basically,35.0,2.1818181818181817
basics,7.0,2.5
basil,45.0,10.25
basis,20.0,3.0
bask,3.0,0.5
basket,12.0,5.0
basketball,8.0,3.0
baskets,9.0,8.0
baskin,4.0,1.0
basmati,7.0,6.0
bass,9.0,8.0
bastard,4.0,1.0
basted,3.0,0.5
baston,3.0,2.0
bat,3.0,2.0
batch,7.0,1.3333333333333333
bath,12.0,11.0
bathe,3.0,0.5
bathed,5.0,4.0
bathers,3.0,2.0
bathing,4.0,3.0
bathroom,31.0,1.5833333333333333
bathrooms,17.0,7.5
baths,4.0,0.3333333333333333
batman,4.0,3.0
batmobile,4.0,3.0
baton,3.0,2.0
bats,3.0,2.0
batter,12.0,2.0
battered,5.0,4.0
batteries,4.0,3.0
battery,5.0,1.5
batting,4.0,3.0
battle,3.0,2.0
battlers,3.0,2.0
battleship,3.0,2.0
bavaria,3.0,2.0
bay,10.0,4.0
bbb,5.0,0.6666666666666666
bbfw,3.0,2.0
bbq,80.0,4.333333333333333
bbs,3.0,2.0
bc,9.0,2.0
bcbg,3.0,2.0
bday,5.0,4.0
bdays,3.0,2.0
bdsm,3.0,0.5
be,1556.0,2.5283446712018143
bea,3.0,2.0
beach,17.0,3.25
beams,3.0,2.0
bean,47.0,4.875
beanery,3.0,2.0
beans,93.0,4.470588235294118
bear,7.0,6.0
bearable,3.0,2.0
beard,7.0,1.3333333333333333
beards,3.0,2.0
bearing,4.0,1.0
bears,8.0,1.6666666666666667
beast,3.0,2.0
beat,59.0,18.666666666666668
beaten,7.0,6.0
beaters,3.0,2.0
beating,4.0,1.0
beatles,3.0,2.0
beats,11.0,2.6666666666666665
beau,5.0,4.0
beautiful,122.0,14.25
beautifully,22.0,10.0
beauty,12.0,5.0
beaver,4.0,3.0
became,16.0,2.2
because,579.0,2.252808988764045
bechamel,3.0,0.5
beckett,4.0,3.0
beckon,3.0,2.0
becky,3.0,2.0
become,37.0,3.625
becomes,7.0,2.5
becoming,5.0,4.0
becuz,3.0,2.0
bed,38.0,2.4545454545454546
bedazzled,4.0,3.0
bedroom,5.0,4.0
bedrooms,6.0,5.0
beds,8.0,7.0
bee,3.0,2.0
beebees,3.0,2.0
beef,153.0,4.666666666666667
beefcake,3.0,2.0
beefy,3.0,2.0
been,919.0,3.595
beep,6.0,0.2
beeping,3.0,0.5
beer,153.0,4.275862068965517
beers,59.0,2.933333333333333
bees,3.0,2.0
beet,10.0,9.0
beetle,3.0,0.5
beetles,3.0,2.0
beets,6.0,5.0
before,304.0,2.134020618556701
beforehand,7.0,2.5
beg,3.0,0.5
began,21.0,2.0
beggars,3.0,2.0
begged,6.0,0.5
begging,5.0,1.5
begin,18.0,2.0
begining,3.0,0.5
beginner,3.0,2.0
beginners,4.0,3.0
beginning,14.0,3.6666666666666665
begins,5.0,0.6666666666666666
begrudgingly,3.0,2.0
begun,4.0,1.0
behalf,6.0,2.0
behaved,4.0,3.0
behavior,7.0,0.75
behind,78.0,1.8888888888888888
behold,8.0,7.0
beignets,4.0,3.0
bein,3.0,2.0
being,278.0,2.475
beirut,4.0,3.0
belabor,3.0,0.5
belgian,4.0,3.0
belief,3.0,2.0
believe,94.0,2.6153846153846154
believed,3.0,0.5
believer,5.0,4.0
believers,4.0,3.0
believes,3.0,2.0
believing,4.0,3.0
belittled,4.0,0.3333333333333333
bell,33.0,1.2
bellboy,3.0,2.0
bellies,5.0,4.0
belligerently,3.0,2.0
bellini,3.0,2.0
bellinis,4.0,3.0
belltown,3.0,0.5
belly,23.0,22.0
belmont,3.0,2.0
belong,4.0,0.3333333333333333
belongs,4.0,1.0
beloved,5.0,4.0
below,18.0,1.25
belt,13.0,0.625
belts,4.0,3.0
ben,11.0,10.0
bench,6.0,1.0
benches,9.0,1.25
bend,6.0,1.0
bender,3.0,2.0
bending,3.0,2.0
beneath,4.0,3.0
benedict,14.0,3.6666666666666665
beneficial,3.0,2.0
benefit,6.0,0.5
benefited,3.0,2.0
benefits,4.0,3.0
benign,3.0,2.0
benny,4.0,3.0
bento,4.0,3.0
bentos,4.0,3.0
beppo,4.0,1.0
berated,3.0,0.5
berg,3.0,2.0
bergesson,3.0,2.0
berkshire,3.0,2.0
berlin,3.0,2.0
berries,6.0,5.0
berry,14.0,3.6666666666666665
berschler,3.0,2.0
bert,3.0,2.0
bertha,10.0,9.0
berto,6.0,5.0
bertos,4.0,3.0
beside,6.0,0.5
besides,21.0,2.5
best,794.0,12.929824561403509
bestie,3.0,2.0
bestowed,3.0,2.0
bet,17.0,1.4285714285714286
bethany,4.0,3.0
bethel,3.0,2.0
betito,3.0,2.0
betitos,4.0,3.0
betray,3.0,0.5
betta,3.0,2.0
better,362.0,2.62
betty,4.0,3.0
betunia,3.0,2.0
betweeen,3.0,2.0
between,76.0,3.4705882352941178
beverage,14.0,1.3333333333333333
beverages,15.0,4.0
beverly,3.0,2.0
bevmo,3.0,2.0
beware,18.0,0.8
beyonce,3.0,2.0
beyond,32.0,4.333333333333333
bf,14.0,3.6666666666666665
bfast,3.0,2.0
bff,4.0,3.0
bffs,3.0,2.0
bgf,7.0,6.0
bi,4.0,3.0
biacoverde,3.0,2.0
biagga,3.0,2.0
biaggia,3.0,2.0
biagio,7.0,6.0
bialy,4.0,3.0
bianco,49.0,23.5
biancoverde,6.0,5.0
biancoverdes,3.0,2.0
bias,3.0,2.0
biased,4.0,3.0
bibimbap,5.0,4.0
bible,3.0,2.0
bicker,3.0,0.5
bicycle,3.0,2.0
bicycles,4.0,3.0
biden,3.0,2.0
bidet,3.0,2.0
bier,3.0,2.0
biet,5.0,4.0
big,247.0,5.5
big_ass,3.0,2.0
bigee,3.0,2.0
bigger,29.0,4.8
biggest,14.0,2.5
biggie,3.0,2.0
biiiiiiiiiiig,3.0,2.0
bike,26.0,12.0
biker,4.0,1.0
bikers,3.0,0.5
bikes,9.0,8.0
biking,6.0,5.0
bikini,7.0,2.5
bikram,6.0,5.0
bilbo,3.0,2.0
bilinis,3.0,2.0
bill,76.0,0.9
billet,3.0,0.5
billiards,3.0,2.0
billing,5.0,0.6666666666666666
bills,4.0,1.0
biltmore,12.0,1.4
bimbo,3.0,2.0
bin,5.0,1.5
bind,3.0,2.0
bing,3.0,2.0
bings,3.0,2.0
bingsoo,6.0,5.0
binkley,3.0,2.0
bins,4.0,3.0
biography,4.0,3.0
bird,9.0,3.5
birdlife,3.0,2.0
birds,7.0,6.0
birth,3.0,2.0
birthday,95.0,5.785714285714286
birthdays,4.0,3.0
biscotti,3.0,2.0
biscuit,3.0,2.0
biscuits,11.0,10.0
bismark,3.0,2.0
bison,7.0,2.5
bisque,8.0,7.0
bistec,3.0,2.0
bistro,13.0,5.5
bit,200.0,4.714285714285714
bitch,10.0,1.0
bitches,4.0,1.0
bitching,3.0,2.0
bitchy,4.0,0.3333333333333333
bite,88.0,4.176470588235294
bites,18.0,1.25
biting,3.0,0.5
bits,15.0,1.1428571428571428
bitsy,3.0,2.0
bitten,3.0,2.0
bitter,7.0,1.3333333333333333
bitterish,3.0,2.0
bitterness,3.0,2.0
bitty,3.0,0.5
biz,7.0,6.0
biz_photos,7.0,1.3333333333333333
bizarre,4.0,3.0
bj,4.0,3.0
bla,5.0,0.25
black,79.0,3.6470588235294117
blackberries,3.0,2.0
blackberry,5.0,1.5
blackened,6.0,5.0
blackrice,3.0,2.0
blackstone,3.0,2.0
blackwidow,3.0,2.0
blade,4.0,1.0
blah,15.0,0.5
blake,3.0,2.0
blame,12.0,1.4
blanca,4.0,3.0
blanco,13.0,12.0
bland,39.0,0.56
blandness,3.0,0.5
blank,4.0,1.0
blanket,5.0,4.0
blanketed,3.0,2.0
blankity,3.0,2.0
blaring,5.0,4.0
blase,5.0,1.5
blasphemy,3.0,2.0
blast,12.0,2.0
blasting,4.0,3.0
blasts,3.0,0.5
blatantly,4.0,1.0
blaze,3.0,2.0
blazer,4.0,1.0
blazing,3.0,2.0
bleached,3.0,0.5
bleacher,3.0,2.0
bleachers,3.0,2.0
blech,4.0,0.3333333333333333
bleech,3.0,0.5
bleed,4.0,1.0
bleeding,4.0,0.3333333333333333
bleh,5.0,0.6666666666666666
blend,14.0,6.0
blended,6.0,5.0
blending,3.0,2.0
blendini,3.0,2.0
blends,5.0,4.0
bless,5.0,4.0
blessed,5.0,4.0
blessings,3.0,2.0
bleu,13.0,2.25
blew,9.0,3.5
blimpie,3.0,2.0
blind,5.0,4.0
blindfolds,3.0,0.5
blindness,3.0,2.0
bliss,14.0,6.0
blissful,5.0,4.0
blistered,3.0,0.5
blisters,4.0,1.0
bloated,3.0,2.0
blobs,3.0,0.5
block,12.0,0.5
blockbuster,4.0,1.0
blocked,4.0,1.0
blocking,3.0,2.0
blocks,12.0,5.0
blog,3.0,2.0
blond,4.0,1.0
blonde,6.0,0.5
blood,13.0,3.3333333333333335
bloody,13.0,2.25
bloodymary,3.0,2.0
blooming,3.0,2.0
blooms,3.0,2.0
bloomy,3.0,0.5
blossom,5.0,4.0
blossoms,3.0,2.0
blouses,5.0,1.5
blow,19.0,2.1666666666666665
blowdry,7.0,0.16666666666666666
blower,3.0,2.0
blowing,4.0,3.0
blown,24.0,7.0
blows,6.0,2.0
blt,7.0,6.0
blu,5.0,1.5
blue,67.0,4.583333333333333
blueberries,4.0,3.0
blueberry,10.0,9.0
bluecheese,3.0,2.0
bluemoon,3.0,2.0
blues,6.0,2.0
bluesman,3.0,2.0
blunt,3.0,0.5
bluntly,3.0,0.5
blur,3.0,2.0
blush,3.0,2.0
blushes,3.0,2.0
blvd,3.0,0.5
bmw,5.0,0.6666666666666666
bmx,3.0,2.0
bnd5erj,3.0,2.0
bndmaps,3.0,2.0
bo,11.0,0.5714285714285714
boa,4.0,3.0
boar,5.0,4.0
board,17.0,3.25
boarded,5.0,4.0
boarding,5.0,4.0
boards,4.0,3.0
boars,3.0,2.0
boasts,4.0,3.0
boat,8.0,3.0
boats,4.0,3.0
bob,11.0,4.5
boba,26.0,25.0
bobbie,3.0,2.0
bobby,10.0,4.0
boca,9.0,0.125
bocca,7.0,6.0
bocce,3.0,2.0
bock,3.0,2.0
bodies,3.0,0.5
body,37.0,3.625
bodyworker,3.0,2.0
bogi,5.0,4.0
bogo,4.0,1.0
boil,5.0,0.6666666666666666
boiled,9.0,0.8
boiling,4.0,1.0
boisterous,3.0,0.5
bold,7.0,2.5
bolivia,3.0,2.0
bolster,4.0,3.0
bolt,6.0,2.0
bolted,3.0,0.5
bolts,3.0,2.0
bomb,27.0,8.0
bombay,3.0,2.0
bomber,3.0,2.0
bombero,4.0,3.0
bomberos,3.0,2.0
bombers,4.0,3.0
bombs,10.0,9.0
bon,7.0,6.0
bona,3.0,2.0
bonafide,3.0,2.0
bonanza,3.0,2.0
bond,3.0,0.5
bonding,4.0,3.0
bone,12.0,5.0
boneless,8.0,1.6666666666666667
bones,14.0,0.5555555555555556
bong,3.0,2.0
bonne,3.0,2.0
bonnie,3.0,2.0
bonus,36.0,17.0
boo,6.0,1.0
boob,3.0,0.5
boobs,4.0,1.0
boofay,3.0,0.5
boohiney,3.0,2.0
book,39.0,5.5
booked,18.0,3.5
booking,5.0,1.5
bookmans,4.0,3.0
books,32.0,9.666666666666666
bookstore,6.0,2.0
bookstores,3.0,2.0
boolgogee,4.0,0.3333333333333333
boom,3.0,2.0
boooy,3.0,2.0
boop,3.0,2.0
booshelf,3.0,2.0
boost,4.0,3.0
booster,3.0,2.0
boot,8.0,3.0
booth,21.0,3.2
booths,13.0,3.3333333333333335
boots,6.0,2.0
booyah,3.0,2.0
booze,12.0,5.0
boozers,3.0,2.0
boozin,3.0,2.0
boozometer,3.0,2.0
bop,3.0,2.0
borad,3.0,0.5
bordelaise,3.0,2.0
border,7.0,2.5
bordering,4.0,0.3333333333333333
borderline,3.0,2.0
borders,5.0,4.0
bored,6.0,5.0
boring,14.0,1.8
born,9.0,3.5
borne,3.0,2.0
borrow,3.0,2.0
bosa,18.0,8.0
bosch,3.0,2.0
bosco,4.0,3.0
bosnia,3.0,2.0
bosnian,4.0,3.0
boss,8.0,3.0
bosses,4.0,3.0
bossy,3.0,2.0
bostic,3.0,2.0
boston,8.0,1.6666666666666667
botanical,8.0,7.0
botany,4.0,3.0
both,254.0,5.35
bother,19.0,0.9
bothered,9.0,1.25
bothering,4.0,3.0
bothers,3.0,2.0
bothersome,3.0,0.5
botox,3.0,2.0
bottle,64.0,4.333333333333333
bottled,12.0,2.0
bottles,25.0,7.333333333333333
bottling,3.0,2.0
bottom,29.0,1.4166666666666667
bottomless,3.0,2.0
bottoms,4.0,0.3333333333333333
bouche,7.0,6.0
bought,61.0,3.6923076923076925
bouillabaisse,3.0,2.0
boulangerie,3.0,2.0
boulder,4.0,3.0
boulders,9.0,8.0
boullion,3.0,2.0
bounce,3.0,2.0
bounced,3.0,2.0
bouncer,5.0,0.6666666666666666
bouncers,13.0,0.18181818181818182
bouncing,4.0,1.0
bound,5.0,4.0
bounty,3.0,2.0
bourban,3.0,2.0
bourbon,5.0,4.0
bout,3.0,0.5
boutique,6.0,5.0
boutiques,4.0,3.0
bowl,104.0,2.1515151515151514
bowling,12.0,1.0
bowls,11.0,2.6666666666666665
bowties,3.0,2.0
box,43.0,2.909090909090909
boxed,8.0,1.0
boxer,4.0,3.0
boxers,4.0,3.0
boxes,17.0,4.666666666666667
boxing,16.0,15.0
boy,32.0,3.5714285714285716
boyfriend,43.0,2.909090909090909
boyfriends,5.0,1.5
boyfrind,3.0,2.0
boys,18.0,17.0
boyshorts,3.0,2.0
bpa,3.0,2.0
br,5.0,4.0
bra,3.0,2.0
brace,3.0,2.0
brachetto,3.0,2.0
brad,6.0,5.0
brag,5.0,0.6666666666666666
bragged,3.0,2.0
bragging,4.0,3.0
braille,3.0,2.0
brain,4.0,1.0
brainless,3.0,0.5
brains,4.0,0.3333333333333333
braised,11.0,10.0
braized,3.0,2.0
brak,4.0,0.3333333333333333
bran,4.0,3.0
branch,8.0,7.0
branched,3.0,2.0
branches,3.0,2.0
brand,21.0,3.2
branding,6.0,2.0
brands,11.0,4.5
brandy,3.0,2.0
branzino,3.0,2.0
brass,3.0,0.5
brasserie,3.0,2.0
brat,6.0,5.0
brats,3.0,2.0
bratwurst,4.0,3.0
bravas,4.0,3.0
brave,3.0,2.0
braves,3.0,2.0
bravo,8.0,7.0
bray,3.0,2.0
brazen,3.0,2.0
brazilian,5.0,4.0
bread,212.0,8.636363636363637
breadcrumbs,3.0,2.0
breaded,6.0,1.0
breadfruit,7.0,1.3333333333333333
breading,4.0,3.0
breads,13.0,12.0
breadsticks,6.0,2.0
breadticks,3.0,2.0
break,34.0,3.25
breakfast,178.0,7.090909090909091
breakfasts,6.0,2.0
breakfasty,3.0,2.0
breaking,6.0,2.0
breaks,5.0,0.6666666666666666
breaksfast,3.0,2.0
breakthrough,3.0,0.5
breas,3.0,2.0
breast,16.0,2.2
breasts,6.0,0.5
breath,11.0,4.5
breathe,5.0,4.0
breathed,3.0,2.0
breathing,5.0,1.5
breathtaking,3.0,2.0
bred,3.0,2.0
breed,4.0,1.0
breeze,9.0,8.0
brekafast,3.0,2.0
brenda,3.0,0.5
brenden,3.0,2.0
bretheren,3.0,0.5
brew,10.0,4.0
brewed,8.0,7.0
brewer,3.0,0.5
breweries,5.0,4.0
brewery,9.0,3.5
brewing,5.0,4.0
brewpub,3.0,2.0
brewpubs,3.0,2.0
brews,6.0,5.0
bri,3.0,2.0
brian,3.0,2.0
brianna,3.0,2.0
brick,18.0,5.0
brickoven,3.0,2.0
bricks,3.0,0.5
brickwork,3.0,2.0
bridal,6.0,0.5
bride,5.0,1.5
brides,4.0,0.3333333333333333
bridesmaids,3.0,2.0
bridge,3.0,2.0
brie,12.0,5.0
brief,8.0,0.6
briefcase,3.0,0.5
briefly,3.0,2.0
briefs,3.0,2.0
brien,3.0,2.0
briggs,3.0,2.0
bright,18.0,3.5
brightly,3.0,2.0
brilliance,3.0,2.0
brilliant,8.0,3.0
brim,5.0,1.5
brine,4.0,1.0
bring,112.0,3.6666666666666665
bringing,28.0,8.333333333333334
brings,10.0,4.0
brining,3.0,2.0
briny,3.0,2.0
brio,4.0,3.0
brioche,9.0,1.25
brioni,4.0,0.3333333333333333
brisket,28.0,13.0
brit,3.0,2.0
british,6.0,5.0
britishers,3.0,0.5
britney,3.0,2.0
brittan,3.0,2.0
brittian,3.0,2.0
brittle,9.0,8.0
bro,3.0,0.5
broad,3.0,0.5
broadway,4.0,1.0
broasted,5.0,0.25
broccoli,14.0,3.6666666666666665
broccolini,5.0,4.0
brochette,4.0,3.0
brocolli,6.0,2.0
broiled,5.0,1.5
broke,24.0,1.4
broken,18.0,2.0
bronx,3.0,0.5
brooches,3.0,2.0
brooklyn,4.0,3.0
brookstone,3.0,2.0
bros,6.0,5.0
broth,37.0,2.0833333333333335
brother,17.0,1.8333333333333333
brothers,6.0,1.0
brothy,3.0,2.0
brough,3.0,2.0
brought,125.0,3.6296296296296298
broun,3.0,0.5
brow,6.0,2.0
brown,36.0,3.5
brownie,14.0,6.0
brownies,13.0,12.0
browns,7.0,1.3333333333333333
brows,7.0,6.0
browse,6.0,5.0
browsed,3.0,0.5
browsing,4.0,3.0
bruce,6.0,5.0
bruchetta,3.0,2.0
bruder,3.0,2.0
brule,3.0,2.0
brulee,15.0,14.0
brulees,3.0,2.0
brunch,43.0,42.0
brunches,3.0,2.0
brunets,3.0,2.0
brunette,3.0,0.5
bruscetta,5.0,4.0
bruschetta,27.0,26.0
bruschettas,3.0,2.0
brush,3.0,2.0
brushcetta,3.0,2.0
brushed,7.0,1.3333333333333333
brushes,4.0,1.0
brushettas,3.0,2.0
brussel,9.0,8.0
brussels,5.0,4.0
brutal,4.0,0.3333333333333333
brutus,3.0,2.0
bryan,4.0,1.0
brûlée,4.0,3.0
bs,8.0,1.0
btw,13.0,1.1666666666666667
bubble,8.0,1.0
bubbles,3.0,0.5
bubbly,4.0,3.0
buca,3.0,2.0
bucatini,3.0,2.0
bucca,3.0,0.5
bucco,4.0,3.0
buchanan,3.0,2.0
buck,11.0,4.5
bucked,3.0,2.0
bucket,11.0,4.5
buckets,4.0,0.3333333333333333
buckeye,5.0,1.5
buckeyes,3.0,2.0
buckhunt,3.0,2.0
buckle,4.0,3.0
buckles,3.0,2.0
bucks,43.0,3.3
buckwheat,4.0,3.0
bud,4.0,3.0
buddhism,3.0,2.0
buddies,5.0,1.5
buddy,16.0,1.2857142857142858
budge,3.0,2.0
budget,18.0,8.0
buds,16.0,4.333333333333333
budweiser,3.0,2.0
bueno,4.0,1.0
buff,4.0,3.0
buffala,3.0,2.0
buffalo,19.0,5.333333333333333
buffer,3.0,0.5
buffet,35.0,4.833333333333333
buffets,3.0,2.0
buffett,3.0,2.0
bug,7.0,0.75
bugger,3.0,2.0
buggers,3.0,2.0
bugs,6.0,2.0
bugtussel,3.0,2.0
build,14.0,6.0
building,34.0,5.8
buildings,4.0,3.0
built,7.0,6.0
buisness,3.0,2.0
bulb,4.0,1.0
bulbs,9.0,3.5
bulgogi,3.0,2.0
bulk,8.0,1.6666666666666667
bulked,3.0,2.0
bull,5.0,0.6666666666666666
bulldogs,3.0,2.0
bullet,3.0,0.5
bullion,3.0,2.0
bullriders,3.0,2.0
bullshit,7.0,1.3333333333333333
bummed,5.0,1.5
bummer,7.0,1.3333333333333333
bumped,3.0,2.0
bumper,5.0,4.0
bumping,8.0,0.6
bums,4.0,3.0
bun,35.0,1.3333333333333333
bunch,42.0,3.6666666666666665
bunches,4.0,3.0
bundle,3.0,0.5
bundled,3.0,0.5
bundy,3.0,0.5
bunnies,5.0,4.0
buns,12.0,3.0
buon,3.0,2.0
burch,3.0,0.5
